,gdp,gdp_fy,cpiu_irs,ccpiu_irs,awi,rev,rev_iit,rev_payroll,rev_corp,rev_excise,rev_estate,rev_customs,rev_misc,outlays,outlays_disc,outlays_mand,outlays_mand_oasi,outlays_mand_health,outlays_mand_other,outlays_ni,pop,pop_0_5,pop_6_17,pop_18_24,pop_25_34,pop_35_44,pop_45_54,pop_55_64,pop_65_74,pop_75_84,pop_85_plus,pop_married,pop_unmarried,gdp_c,gdp_i,gdp_g,gdp_nx,gdp_comp,gdp_wages,gdp_proprietors,gdp_rent,gdp_interest,gdp_div,gdp_corp,rgdp,pce_deflator,cpiu,ccpiu,gdp_deflator,u3,lfpr,emp_hh,emp_est,tsy_10y,tsy_3m,ffr,avg_rate_debt
1972Q3,323.7229365551889,307.5420241361843,0.0344148761846796,,0.02720703036015107,52.640821257651936,24.01829083012123,13.340407566078182,8.306371105200373,3.8225797889560083,1.4155108607029483,0.844819744421676,0.8928413621715171,58.37582587724073,32.33958502221575,22.15194586813474,9.986837577107039,2.969756249777145,9.195352041250558,3.884294986890234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972Q4,333.239024257575,315.962546642477,0.03469998516405907,,0.027668195934864366,53.934537828309445,24.37775135402447,13.957932500400261,8.640324246839207,3.851890320762658,1.384455825921351,0.8415653171421439,0.8806182632193551,59.54022725473283,32.4743471422632,23.13260567263493,10.561123086574975,2.993485246182596,9.57799733987736,3.933274439834708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973Q1,343.06230068672244,324.8554775629143,0.03505515032663393,,0.028039849991562484,55.17346329121594,24.70717191643473,14.66079120429903,8.85830017998517,3.9315177929588048,1.3058776573348205,0.8207740905242205,0.8890304496791561,60.499735979038434,32.505795029020234,23.973588789676988,11.213628572107027,2.9890254283510713,9.770934789218893,4.02035216034122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973Q2,352.47642602355364,333.86660172244177,0.03552024470656753,,0.02837593216112357,56.62913359943039,25.241757634825884,15.402709785752457,8.999016273143074,4.028116618117047,1.230679574177798,0.7982506843512632,0.9286030290628677,61.196675562625956,32.51566806796362,24.500530668967293,11.832639745470797,2.9998591865869946,9.668031736909503,4.180476825695067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973Q3,361.0749518984539,342.73081189768646,0.03612086915369807,,0.028717058820661594,58.43082901256562,26.085565595442016,16.153323293400984,9.099682434574415,4.117204275893977,1.1892050343034928,0.7844580007806647,1.0013903781700582,61.717549115105726,32.58390299692503,24.711730304883122,12.35643687863796,3.0550204914261676,9.300272934818993,4.421915813297585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973Q4,368.7613213912707,351.27210881695805,0.03686835233353852,,0.02909052309352641,60.56557409678818,27.21150485329742,16.898175716547563,9.196001112297356,4.1831613130301815,1.1912377341838898,0.7845172243438534,1.1009761430879204,62.293039343229964,32.78863390609119,24.77815023647265,12.77329480378425,3.1690948936357723,8.835760539052629,4.726255200666136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974Q1,375.74886903131437,359.40360116024806,0.03775975072727675,,0.029510294849303703,62.87813772481856,28.461336432176623,17.638719985157625,9.322167294086753,4.219231343350248,1.2260016089097459,0.7982078219462921,1.2124732391912691,63.29800855089294,33.20619223800384,25.043416547454974,13.121482913289492,3.3422195242143573,8.579714109951123,5.0483997654341275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974Q2,382.5608207973579,367.12750555923037,0.03877784863177544,,0.02997702070381496,65.07103307593098,29.54567332463437,18.392317969859114,9.510868507474136,4.227521047762756,1.2621608321905922,0.8199675428674805,1.3125238511425426,65.25149863913074,33.91110678755967,26.023818866220083,13.48926515973757,3.560083094391852,8.974470612090656,5.316572985350991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974Q3,389.63191381494346,374.5312782429079,0.039889567037298714,,0.030488138705888762,66.93347069695835,30.29338630646862,19.152249530222484,9.759049909870878,4.213124490378166,1.279235571387346,0.8452583275561184,1.391166561074744,68.34867354889973,34.91635216725429,27.93646810857602,13.927851921956169,3.809464509986907,10.199151676632942,5.495853273069436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974Q4,397.3083963563842,381.7876150376136,0.041045963627512096,,0.031037878337360575,68.3413585022921,30.651603936720395,19.88771251476077,10.027914288568233,4.1841231185088334,1.2676019875123172,0.8705663076301089,1.4518363485914454,72.46081926107662,36.173348807182236,30.699296477748938,14.45140000501678,4.078232871406884,12.169663601325274,5.58817397614545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975Q1,405.8480278407626,389.1544513670108,0.04218223277948267,,0.03161726051307295,69.25730177388238,30.685712557674005,20.54382276092953,10.242922060737301,4.151585762668997,1.2284922352292016,0.8934018058765583,1.5113645907667896,77.13534379645836,37.57196295503698,33.931057464383095,15.037012640234707,4.355347473647871,14.538697350500511,5.632323377038296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975Q2,415.4200788339312,396.97496225209164,0.04321770556367882,,0.03221409758087539,69.73060316123792,30.579356294856886,21.04161409512688,10.293791273429045,4.1295686365747795,1.1739944628530838,0.9122993362517735,1.5999790621454848,81.59577721576217,38.94050667611088,36.95132584654078,15.62473948516908,4.6308578062946655,16.695728555077036,5.703944693110512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975Q3,426.0437452039952,405.5679153628113,0.044110500852857296,,0.032815874258089045,69.93473845882289,30.50366698273854,21.36879825491641,10.162250054286899,4.126194240330008,1.1203849907217966,0.9278078953697084,1.7256360404595275,85.36010598955018,40.181393241374685,39.33388579847029,16.18361073784461,4.900766315595493,18.249508745030194,5.844826949705198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975Q4,437.58814812131084,415.22767101808626,0.044857525322063226,,0.03340974763150663,70.1673566060568,30.61726416473059,21.579764889027174,9.922036611546758,4.143651360426213,1.088128311195918,0.9424909625019597,1.8740203066281982,88.24077299822929,41.27113712747746,40.90673089060584,16.711637136751605,5.167028404461971,19.02806534939226,6.062904980145996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976Q1,449.7723340584877,426.22418218579577,0.04549447344862992,,0.033982547157392476,70.85027968731455,31.066255093186683,21.7955815573537,9.738899234036962,4.178195069742615,1.1018770886587712,0.9609264995777707,2.0085451447580662,90.34467753205132,42.26035401674666,41.75206408956758,17.235809960845987,5.437552432469149,19.078701696252445,6.332259425737106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976Q2,462.16527479038564,438.80299448278043,0.04609582751217903,,0.03452077466148251,72.52950293192639,31.98423472940253,22.203993730955943,9.870596291178344,4.220146727546142,1.190472159516426,0.9897069511840272,2.070352342142984,92.073175291113,43.27376079718811,42.20629775816159,17.812101029549268,5.726199715855464,18.667997012756846,6.593116735763278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976Q3,474.5522989787777,452.90523100481533,0.04671293969114081,,0.03502385472442106,75.39574906638978,33.38582673008061,22.897262106322056,10.42740134160755,4.262706223757929,1.354976337609857,1.0326363304068098,2.0349399966049315,93.75048062817473,44.39187423108204,42.5452905821283,18.464762440425158,6.0370160653754885,18.043512076327648,6.8133158149643505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976Q4,486.93509217234873,468.167592326608,0.047374032062754215,,0.03550413468176093,79.28446831436932,35.166683447330215,23.872162605368302,11.372103133177134,4.301951978953312,1.5686744142149451,1.0907302188313917,1.9121625164940184,95.62366654866092,45.651010954983136,42.9843475701425,19.186326569179553,6.364231786299899,17.433789214663058,6.988308023535263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977Q1,499.5316968066961,483.92235650179987,0.04808419660306676,,0.0359868846239633,83.67583839669697,37.10348592866737,25.0299863754391,12.520005602955484,4.336840944361842,1.7770731580424732,1.1622157665422395,1.74623062068848,97.86266471065994,47.04328747972052,43.67822005381335,19.93760606966055,6.692261678415488,17.048352305737318,7.141157177126049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977Q2,512.7765122043293,499.1973790629659,0.04882539518693465,,0.03651029739639778,87.69476453137187,38.85394391701491,26.176539789307,13.538927877226849,4.369208601867273,1.8979013152381308,1.242531692123012,1.6157113385946793,100.56026542492384,48.51662019039775,44.72110568768429,20.647693873858415,6.995705036025169,17.077706777800692,7.322539546841826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977Q3,527.0146844747119,513.6480367791863,0.049589265183582115,,0.03709957984519838,90.90070848735614,40.27012342406059,27.20125981574206,14.242567264468237,4.402113449972305,1.891450472023474,1.3282377601487707,1.564956300940665,103.68982152036422,50.01826666341461,46.10832964429932,21.278741417322063,7.263768287963357,17.565819939013906,7.563225212650316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977Q4,542.5021065142622,527.5572276560476,0.05037711945660144,,0.03776695281726354,93.287688584575,41.39844673025709,28.07721401951182,14.590499255349423,4.439837003798573,1.7605750546959216,1.4170147811859772,1.6041017397761745,107.10524834405193,51.49482566646711,47.73634461420302,21.825958639158962,7.500264997595982,18.410120977448074,7.874078063381807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978Q1,559.4054180063533,541.8353709356394,0.051199946363953065,,0.038511651160256025,95.28427969391677,42.47969238482198,28.86110056138134,14.688177522732905,4.487883795086656,1.5506923296287616,1.507664611792493,1.709068488472632,110.54102376121706,52.89223715854747,49.40273080594041,22.31761398203519,7.723615862820488,19.361500961084737,8.246055796729191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978Q2,577.8020054213109,558.0204070965577,0.05207840975796534,,0.039319923722602984,97.75361323723274,43.94899520573773,29.693248198113118,14.786933921673963,4.552981372196065,1.3497824032711445,1.6001101545175802,1.8215619817231448,113.61218815524907,54.155782289944064,50.80619594605706,22.815034392175402,7.96684871606582,20.024312837815835,8.650209919247924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978Q3,597.3090498030857,576.597114179673,0.05304254773463624,,0.04017537876874083,101.12569615625483,45.9957418076371,30.65315631494006,15.029063592880416,4.630530362138656,1.2144751341633433,1.6910861344536519,1.9116428100415936,116.1901420372915,55.29221558906591,51.82951967931412,23.356601250944035,8.248570108930593,20.22434831943949,9.068406768911485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978Q4,617.08352676925,596.9971077881296,0.05413177263363336,,0.04105898397911516,105.39741091259563,48.56357060180319,31.759494925565473,15.447824962712701,4.704604470578624,1.1700501329367503,1.7741390992362756,1.9777267197626296,118.40264604624238,56.36976496244259,52.539553568688405,23.957750374845368,8.5729653121831,20.008837881659932,9.493327515111396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979Q1,635.8222065110012,617.5988410873471,0.05539487103829389,,0.04194906645018081,110.1325154877485,51.35037179616945,32.97010467216303,15.967439743183775,4.747950481832505,1.2104367623138828,1.8396274190441697,2.0465846130416776,120.63382094875395,57.5181316947244,53.18722109537235,24.610972015523437,8.929798315761314,19.64645076408761,9.928468158657175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979Q2,651.7616537931607,635.7276048050203,0.05689000377562472,,0.04282131269440195,114.46164338308753,53.80828739531971,34.181996825376885,16.403092931959236,4.721988258869185,1.2982141371083793,1.8747212865992098,2.1733425478549373,123.52414763923284,58.92849044868224,54.2075176587742,25.285810859762172,9.294411828772901,19.627294970239127,10.388139531776421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979Q3,664.5406994267659,650.3207693408898,0.058629657836683016,,0.04367541282040792,117.9767464148796,55.68060133356539,35.34168972458097,16.64551007221578,4.651321836736592,1.4026497298405185,1.8758665552724563,2.3791071626679225,127.43273108512048,60.701929103219776,55.84557917399993,25.979626031730746,9.658696906261085,20.207256236008092,10.885222807900709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979Q4,675.2004402690714,661.9277847667419,0.06058064637657636,,0.04453506053299329,120.73109471428425,57.00173947494541,36.445208777879095,16.660957252641193,4.6237394225617185,1.4996993707372188,1.8487847390841625,2.6509656764354608,132.4373003268927,62.84944875337355,58.15668207185348,26.71759109298363,10.031092949204693,21.407998029665148,11.431169501665686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980Q1,686.1842392235494,672.7101808264086,0.06266410871446272,,0.04544795313311794,123.23927672735377,58.09726961322637,37.53808646210489,16.491241107434384,4.7902133955506025,1.5720072477320377,1.8084730127037676,2.941985888601696,138.3342084780605,65.29196371031281,61.00624329883666,27.552694042460608,10.436587704518116,23.016961551857925,12.036001468910998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980Q2,701.3377252398891,686.4415669357682,0.06475551033355045,,0.046485791517906896,126.47719921503324,59.583901471902465,38.71536232282187,16.253708816305355,5.364900306988327,1.6089059064651723,1.7792042114499005,3.171216179100086,144.6384327251691,67.86030150133963,64.06982031714912,28.565737316486697,10.91671726505133,24.587365735611094,12.70831090668033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980Q3,722.1332329364245,704.8967113040396,0.0667745286233121,,0.0476677409310379,130.9089126818248,61.76370725713227,40.03444399784292,16.023167225993365,6.398021781318389,1.6121534261632853,1.7769486505760028,3.300470342798583,150.96072863619997,70.40007122704395,67.09692295873442,29.778888469083526,11.485293079254175,25.83274141039671,13.463734450421615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980Q4,747.6698026001367,727.8515409337834,0.06868505287948468,,0.048960430962741275,136.4866113757882,64.62412165773887,41.515107217230316,15.831882850266876,7.775864516142681,1.5959334196395045,1.8093741252703306,3.334327589499633,157.00763016057041,72.77166356130361,69.91101342527979,31.155680171969152,12.128401951176373,26.626931302134256,14.324953173987051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981Q1,774.6731801866526,753.083141620902,0.0704951843040695,,0.050277955549800045,142.6506332885403,67.83794184520983,43.13949580329577,15.669581869923588,9.220780282221522,1.5868550332934253,1.875845910655955,3.32013254394018,162.58144962913397,74.85025075128439,72.40950628821643,32.60101021455829,12.804406040467526,27.004090033190625,15.321692589633086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981Q2,797.4958173202468,776.3697579546396,0.07225723600533221,,0.05148187297554994,148.3294601552555,70.7633274736973,44.85212167060056,15.48345013279044,10.291185923473622,1.6239529471111083,1.9674267617907597,3.3479952457916617,167.58027775418003,76.52578661744019,74.56376848871946,33.96114150396217,13.44394286237711,27.15868412238019,16.490722648020444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981Q3,813.2163589822161,795.1665428544519,0.07398362972873164,,0.05249280797307955,152.7673865700787,72.9877479995882,46.565955547909994,15.20981627521592,10.752065167703481,1.7191141383010893,2.0709096357794987,3.461777805580428,172.02416267229987,77.79176131205114,76.4315818992931,35.15327892771341,14.010622665479813,27.26768030609989,17.800819460955616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981Q4,821.6396435108852,808.6055575700071,0.0756468958569197,,0.05329045172523049,155.5245199861257,74.3279826815047,48.162426978193665,14.77415172207006,10.57496862660138,1.8570778812943791,2.168817691773789,3.6590944046877336,176.0551099443863,78.74520131922435,78.15714332377107,36.16556935376617,14.501028431675557,27.490545538329318,19.15276530139088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982Q1,825.2967026016025,817.4957716811855,0.07717967340974138,,0.05391356186459733,156.47678071548324,74.83012058030374,49.49142431862534,14.091070686744438,9.938013795743377,1.9954357477444622,2.2394042909721215,3.8913112953497415,179.93708255563382,79.58666945489335,79.9710644973162,37.05710163049603,14.944715876189466,27.969246990630694,20.379348603424273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982Q2,829.4447613067409,824.3230630980779,0.07847471004423476,,0.05445996247352739,155.81590192920825,74.76956055907723,50.37129474058295,13.064330171152157,9.225885054591298,2.0646316065272967,2.2566529966198474,4.063546800657525,184.05600091553848,80.62026486681822,82.19037208642061,37.95790658669992,15.404213447571866,28.82825205214884,21.245363962299614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982Q3,837.5868302858746,831.2775540642074,0.0794892517365187,,0.055003122071586044,153.95329047551814,74.36514734271486,50.78002741723766,11.740856053552493,8.691431950574659,2.0315277502878977,2.2172680986624558,4.127031862488133,188.5317478629176,82.00254418026795,84.85746233781157,38.93060153099337,15.907260980493435,30.019599826324757,21.671741344838047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982Q4,851.4717058057811,840.2536111565282,0.08024504278179301,,0.05559215361555614,151.52002687979012,73.77917151790413,50.85525352355396,10.31074308855089,8.455669199090654,1.8994048954403402,2.1406746137455723,4.079110041504598,193.21816866590996,83.74252149802037,87.74010107845149,39.97039025181063,16.446809695745213,31.322901130895673,21.73554608943803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q1,871.0939697404401,852.849845285428,0.08082832579433841,,0.05625181449943863,149.36686534456203,73.11736953313053,50.89424623628971,9.107254907098973,8.507776683504193,1.7079621821677624,2.0690182852149634,3.963237517155945,197.70307102197606,85.70166840036244,90.33142371553816,41.00506301740444,16.98102220023861,32.34533849789511,21.669978906075414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q2,894.6939895710348,870.3691116947268,0.08138984170751656,,0.05698250655445221,148.56423374953184,72.42892369867727,51.35392073399602,8.60682401649456,8.705099455147867,1.533317174422363,2.067165583116533,3.868983087677184,201.30822505789786,87.59391394508995,91.84993523650449,41.89499657584631,17.4332724870054,32.52166617365279,21.86437587630341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q3,920.6681562895839,892.9940348052108,0.08202712556911729,,0.05777769959935408,149.70857147983932,71.83965977841093,52.47313636788492,9.019411926594039,8.941210937110547,1.4217945488116142,2.164399013458267,3.848958907569018,203.82722329099613,89.27448940194282,92.01546655201106,42.572270953204594,17.77749927977609,31.665696319030413,22.537267337042195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q4,947.5688843989404,919.7870082146336,0.08278450654135863,,0.05862393144044,152.9223294260666,71.55204698978122,54.2726966618293,10.288509149812414,9.145912924237383,1.3899260945982588,2.3544171182102334,3.91882048759785,205.52548062912982,90.73992825260474,91.04917449594616,43.04066945354463,18.038206032979886,29.970299009421677,23.73637788057897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q1,974.1046119127957,948.6901946977163,0.08365310790088695,,0.059500807871544145,157.85396998423775,71.84519800382117,56.55534931236291,12.091135201123267,9.285235583129811,1.4244507137003173,2.595334475304581,4.057266694795784,207.14023437069704,92.12806619070344,89.67354182542564,43.3756786589287,18.290460931744732,28.00740223475224,25.338626354567936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q2,999.1398003556737,976.5255262061456,0.08457084703877656,,0.06038100267403923,163.67796705581873,73.07486894514685,58.90578618868036,13.837838598058779,9.361437452145536,1.4823144206910817,2.809681698635541,4.206039752460613,209.880544204634,93.71804112181064,89.11237722079309,43.72448842941601,18.659896891897265,26.727991899479797,27.050125862030306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q3,1021.9889563109052,1001.3756000747311,0.08548832866063762,,0.06123284419486488,169.67485155437447,75.2853696057974,61.05159670056546,15.14236566544019,9.377449889826371,1.5349513099493202,2.952690439493729,4.3304279433020225,214.3312499364486,95.65429897660646,90.01480680586249,44.17850115517447,19.204588777167793,26.631716873520222,28.662144153979664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q4,1042.4166314206245,1022.5836790214062,0.08636884478661584,,0.06202031534652769,175.23121140556896,78.2095634452346,62.86326779839125,15.821660535377749,9.336877074898272,1.56828355565928,3.0122933865661476,4.419265609441579,220.45297148822021,97.94659371087945,92.45527414791871,44.773331756480786,19.915053399190196,27.766888992247726,30.051103629422066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q1,1060.637422385773,1040.7536911472273,0.08718837475139261,,0.06270305360710113,179.83969154716493,81.26886759034316,64.35418397312006,15.895865147270793,9.24399600627126,1.5827214118106838,3.009124265936185,4.484933152412744,227.58210889859973,100.46998730552659,95.93354025771714,45.488807683720346,20.71424951750204,29.73048305649479,31.178581335356004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q2,1077.3159709660965,1057.7502299363741,0.08793558520418501,,0.06323635102022564,183.09899392902452,83.57325283543065,65.6806272563034,15.588319247807704,9.103756503039518,1.5931632121987338,2.996517841083615,4.563357033160861,234.4308423228099,102.96484976655346,99.37468358948396,46.24896891738729,21.45757783954451,31.66813683255217,32.091308966772395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q3,1092.9877155405977,1074.688210306695,0.08860715652738241,,0.06362601967269332,185.0287573026461,84.74919660757945,66.94289398230012,15.12288227028986,8.924797990506127,1.6094999747030279,3.009345022965252,4.670141454302241,240.12533175422405,105.23090951932996,102.072962234033,46.99733222713189,22.06235568036022,33.013274326540895,32.82146000086102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q4,1108.0588911075342,1091.9328686097047,0.08920778283654604,,0.063928391694448,186.06955722116487,84.93968296664687,68.18529478827654,14.72393333463166,8.719449500183105,1.6366154012875571,3.0640128700149516,4.800568360124158,244.20571702436675,107.12725340859016,103.69181391876596,47.69689117176053,22.507816962593274,33.48710578441218,33.38664969701063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q1,1122.8065292844217,1109.0997626305875,0.08975017198040938,,0.06425031925858496,187.08290603935222,84.80420260526496,69.39615461420617,14.616371247360497,8.50372966979138,1.6743858780007073,3.158464588143606,4.929597436584849,246.62611780291343,108.57232669843246,104.26385600767215,48.33011609923555,22.835112216489165,33.098627691947456,33.789935096808755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q2,1137.378458308029,1125.054771588193,0.09025504554087793,,0.06474917458135114,189.35125291361604,85.51875284884062,70.50781270286987,15.025614501616733,8.297346743260812,1.7176804749752588,3.27217953073914,5.011866111313509,247.75463359769,109.54393307231945,104.19088550132872,48.89895414667553,23.147308579894805,32.14462277475839,34.01981502404181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
